,age,job,marital,education,smoker,monthlyincome,houseowner,loan,contact,mod_,monthlyhouseholdincome,target_buy
332,34,admin.,married,secondary,no,5244.0,yes,no,cellphone,56.0,5611.0,no
333,32,services,married,primary,no,5228.0,yes,no,cellphone,1017.0,5437.0,yes
334,30,management,single,Graduate,no,5424.0,no,no,cellphone,298.0,6192.0,yes
335,47,management,divorced,Graduate,no,5447.0,no,yes,unknown,126.0,5608.0,no
336,33,blue-collar,married,primary,no,4805.0,no,no,unknown,9.0,5379.0,no
337,33,management,single,Graduate,no,6410.0,yes,no,cellphone,8.0,7082.0,no
338,63,retired,married,primary,no,6084.0,no,no,cellphone,201.0,6586.0,no
339,51,self-employed,divorced,primary,no,15924.0,no,no,cellphone,106.0,16744.0,no
340,41,management,married,Graduate,no,5832.0,yes,yes,cellphone,164.0,6374.0,no
341,56,retired,married,Graduate,no,5478.0,no,no,cellphone,97.0,6060.0,no
342,60,management,single,Graduate,no,5000.0,no,yes,cellphone,151.0,5700.0,no
343,41,self-employed,single,Graduate,no,8950.0,yes,no,unknown,96.0,9278.0,no
344,37,management,single,unknown,no,5504.0,yes,no,cellphone,555.0,6394.0,no
345,36,blue-collar,single,secondary,no,5219.0,yes,yes,cellphone,270.0,5660.0,no
346,57,management,married,Graduate,no,6602.0,no,no,cellphone,339.0,6885.0,no
347,55,management,married,primary,no,7587.0,no,no,cellphone,328.0,7929.0,yes
348,44,admin.,married,secondary,no,5000.0,yes,yes,unknown,159.0,5772.0,no
349,47,self-employed,married,Graduate,no,7303.0,yes,no,cellphone,323.0,8278.0,no
350,31,blue-collar,married,secondary,no,6660.0,yes,no,cellphone,342.0,7151.0,no
351,35,management,married,Graduate,yes,5032.0,yes,no,cellphone,180.0,5937.0,no
352,39,management,married,Graduate,no,5278.0,no,yes,cellphone,60.0,5990.0,no
353,50,management,married,Graduate,no,5004.0,no,no,cellphone,223.0,5714.0,no
354,29,management,married,Graduate,no,5318.0,yes,no,cellphone,1434.0,5333.0,no
355,30,services,single,secondary,no,5209.0,yes,no,unknown,30.0,5666.0,no
356,46,services,married,secondary,no,5271.0,yes,no,unknown,134.0,5482.0,no
357,27,management,single,unknown,no,8196.0,no,no,cellphone,10.0,9030.0,no
358,48,admin.,divorced,secondary,no,9099.0,no,no,cellphone,397.0,9385.0,yes
359,26,student,single,secondary,no,7572.0,yes,no,cellphone,620.0,8381.0,no
360,36,management,single,Graduate,no,5339.0,no,no,cellphone,6.0,6003.0,no
361,42,blue-collar,married,primary,no,5000.0,yes,yes,cellphone,209.0,5226.0,no
362,50,housemaid,married,primary,no,5395.0,yes,no,unknown,419.0,5538.0,no
363,49,blue-collar,married,secondary,no,7039.0,yes,no,cellphone,283.0,7468.0,no
364,45,management,married,Graduate,no,10450.0,no,no,cellphone,188.0,10954.0,no
365,23,student,single,secondary,no,5780.0,no,no,cellphone,267.0,5911.0,no
366,38,technician,single,secondary,no,5000.0,yes,no,cellphone,196.0,5412.0,no
367,32,management,single,Graduate,no,13436.0,yes,no,cellphone,245.0,14019.0,no
368,60,technician,single,primary,no,16262.0,no,no,cellphone,323.0,16454.0,yes
369,30,entrepreneur,married,secondary,no,5946.0,yes,no,cellphone,1065.0,6387.0,no
370,58,housemaid,married,Graduate,no,5497.0,no,no,unknown,138.0,6118.0,no
371,60,retired,married,primary,no,5055.0,no,no,cellphone,207.0,5597.0,no
372,38,services,married,secondary,no,4860.0,no,no,unknown,456.0,5603.0,no
373,51,technician,married,secondary,no,4621.0,yes,no,cellphone,261.0,5171.0,no
374,42,admin.,married,secondary,no,4604.0,yes,no,cellphone,80.0,5021.0,no
375,30,services,single,secondary,no,5000.0,yes,no,cellphone,131.0,5470.0,no
376,40,management,married,primary,no,5733.0,yes,no,unknown,94.0,6105.0,no
377,37,management,married,Graduate,no,5393.0,yes,no,cellphone,567.0,5724.0,yes
378,53,technician,divorced,primary,no,12290.0,yes,no,unknown,153.0,12520.0,no
379,27,services,single,secondary,no,5468.0,yes,no,cellphone,109.0,6413.0,no
380,39,blue-collar,married,secondary,no,5000.0,yes,no,cellphone,53.0,5302.0,no
381,39,blue-collar,married,primary,no,8705.0,yes,no,unknown,77.0,9696.0,no
382,59,retired,married,Graduate,no,14676.0,no,no,telephone,234.0,15051.0,yes
383,37,services,married,secondary,no,6328.0,yes,no,telephone,121.0,7055.0,no
384,41,blue-collar,married,primary,no,5008.0,yes,no,cellphone,155.0,5581.0,no
385,45,blue-collar,married,primary,no,5061.0,no,no,cellphone,108.0,5655.0,no
386,48,management,married,Graduate,no,11613.0,no,no,unknown,159.0,12613.0,no
387,48,technician,married,secondary,no,5302.0,yes,no,unknown,208.0,6040.0,no
388,32,blue-collar,married,secondary,no,6005.0,no,no,cellphone,215.0,6063.0,no
389,35,services,married,secondary,no,5109.0,yes,no,unknown,597.0,5886.0,no
390,33,management,single,Graduate,no,6240.0,yes,no,cellphone,505.0,6494.0,no
391,28,blue-collar,single,primary,no,5000.0,yes,yes,unknown,380.0,5002.0,no
392,64,retired,married,unknown,no,7923.0,no,no,cellphone,120.0,8574.0,no
393,35,technician,married,secondary,no,5000.0,no,no,cellphone,106.0,5349.0,no
394,33,blue-collar,married,secondary,no,5043.0,yes,no,cellphone,332.0,5645.0,no
395,41,technician,married,secondary,no,5288.0,yes,no,unknown,221.0,5335.0,no
396,34,admin.,married,secondary,no,5613.0,yes,no,cellphone,80.0,6177.0,no
397,37,technician,single,Graduate,no,11101.0,no,no,cellphone,60.0,11979.0,no
398,38,blue-collar,married,primary,no,5168.0,yes,yes,telephone,212.0,5369.0,no
399,39,blue-collar,married,primary,no,12685.0,yes,no,cellphone,493.0,12896.0,no
400,35,technician,divorced,Graduate,no,9515.0,yes,no,cellphone,98.0,9695.0,no
401,28,blue-collar,single,secondary,no,5517.0,no,yes,cellphone,681.0,5989.0,yes
402,27,blue-collar,single,secondary,no,5148.0,no,no,cellphone,203.0,5149.0,no
403,48,retired,married,primary,yes,4715.0,no,yes,cellphone,157.0,5000.0,no
404,50,blue-collar,married,secondary,no,5887.0,no,no,unknown,287.0,6760.0,no
405,45,self-employed,married,secondary,no,8098.0,yes,no,cellphone,159.0,8193.0,no
406,41,technician,married,Graduate,no,5744.0,yes,no,unknown,125.0,6359.0,no
407,39,technician,married,secondary,no,5130.0,no,no,cellphone,202.0,5198.0,no
408,44,management,married,secondary,no,5438.0,yes,no,telephone,37.0,6259.0,no
409,54,admin.,married,secondary,no,5000.0,no,no,cellphone,161.0,5147.0,yes
410,49,management,married,Graduate,no,5322.0,no,no,cellphone,72.0,6305.0,no
411,34,blue-collar,single,secondary,no,5186.0,no,no,cellphone,342.0,5750.0,no
412,75,retired,divorced,Graduate,no,8810.0,yes,no,cellphone,262.0,9409.0,yes
413,42,management,married,Graduate,no,5000.0,no,no,cellphone,325.0,5034.0,no
414,53,blue-collar,married,secondary,no,9380.0,no,no,telephone,223.0,10172.0,no
415,49,management,divorced,Graduate,no,5755.0,no,no,cellphone,1212.0,5830.0,yes
416,31,services,single,secondary,no,7070.0,no,no,cellphone,319.0,7101.0,no
417,45,blue-collar,single,primary,no,5999.0,no,no,cellphone,182.0,6379.0,no
418,39,self-employed,married,secondary,no,5167.0,yes,yes,cellphone,330.0,6026.0,no
419,46,technician,married,secondary,no,6322.0,yes,yes,cellphone,514.0,6839.0,no
420,42,admin.,divorced,secondary,no,6076.0,yes,no,unknown,213.0,6302.0,no
421,37,management,married,Graduate,no,5502.0,yes,no,cellphone,551.0,5707.0,no
422,26,technician,single,Graduate,no,6216.0,yes,no,cellphone,472.0,6638.0,no
423,37,management,single,Graduate,no,5876.0,yes,no,cellphone,140.0,6420.0,no
424,36,services,single,secondary,no,5342.0,yes,no,unknown,142.0,5349.0,no
425,29,blue-collar,single,primary,no,5950.0,yes,no,unknown,135.0,6732.0,no
426,36,blue-collar,married,primary,no,5973.0,yes,yes,unknown,293.0,6371.0,no
427,26,technician,married,Graduate,no,8825.0,yes,no,unknown,107.0,9699.0,no
428,32,blue-collar,married,secondary,no,7366.0,yes,no,unknown,127.0,8360.0,no
429,40,management,married,Graduate,no,5542.0,yes,no,cellphone,1816.0,6097.0,no
430,53,management,married,primary,no,5995.0,no,no,cellphone,200.0,6831.0,no
431,29,management,married,Graduate,no,5020.0,yes,no,cellphone,418.0,5957.0,no
432,34,technician,single,Graduate,no,5228.0,yes,no,cellphone,387.0,5703.0,no
433,43,blue-collar,married,secondary,no,5130.0,no,no,cellphone,156.0,5738.0,no
434,56,management,married,Graduate,no,5217.0,no,yes,cellphone,121.0,5351.0,no
435,55,entrepreneur,divorced,Graduate,no,5000.0,no,no,unknown,108.0,5448.0,no
436,31,self-employed,married,Graduate,no,5259.0,yes,no,cellphone,47.0,5620.0,no
437,27,admin.,single,secondary,no,5619.0,yes,no,cellphone,16.0,5765.0,no
438,36,management,married,secondary,no,5644.0,yes,no,cellphone,54.0,6603.0,no
439,44,management,married,Graduate,no,5022.0,yes,no,cellphone,265.0,5467.0,no
440,37,admin.,divorced,Graduate,no,9303.0,yes,no,unknown,168.0,9976.0,no
441,30,admin.,single,secondary,no,5239.0,yes,no,cellphone,115.0,5941.0,no
442,42,technician,single,secondary,no,5275.0,no,no,cellphone,31.0,5724.0,no
443,30,management,married,Graduate,no,6221.0,yes,no,telephone,279.0,7115.0,yes
444,62,retired,married,secondary,no,5816.0,no,no,cellphone,28.0,6580.0,no
445,24,blue-collar,married,secondary,no,6222.0,yes,no,cellphone,369.0,6867.0,no
446,31,technician,married,secondary,no,7363.0,yes,no,unknown,247.0,7528.0,no
447,66,retired,married,Graduate,no,7262.0,no,no,cellphone,155.0,7624.0,no
448,47,admin.,married,secondary,no,5002.0,no,no,cellphone,89.0,5103.0,no
449,39,entrepreneur,married,Graduate,no,5002.0,yes,no,cellphone,180.0,5561.0,no
450,35,technician,married,secondary,no,9508.0,yes,no,cellphone,854.0,10269.0,yes
451,35,admin.,divorced,secondary,no,4598.0,yes,no,cellphone,46.0,4885.0,no
452,27,technician,married,secondary,no,6577.0,yes,yes,unknown,266.0,6644.0,no
453,32,blue-collar,married,secondary,no,5034.0,yes,no,cellphone,321.0,5315.0,no
454,44,management,married,Graduate,no,5795.0,no,no,cellphone,99.0,6529.0,no
455,42,blue-collar,married,secondary,no,5117.0,yes,no,unknown,147.0,5806.0,no
456,34,self-employed,single,Graduate,no,10462.0,no,no,cellphone,430.0,10761.0,yes
457,25,services,single,secondary,no,5402.0,no,yes,cellphone,264.0,6051.0,no
458,40,technician,single,secondary,no,5641.0,no,no,cellphone,156.0,6038.0,no
459,43,management,divorced,Graduate,no,5036.0,no,no,cellphone,118.0,5619.0,no
460,55,unemployed,married,Graduate,no,5383.0,no,no,unknown,343.0,5716.0,no
461,50,blue-collar,married,secondary,no,5283.0,yes,no,cellphone,226.0,5971.0,no
462,45,management,divorced,Graduate,no,5000.0,no,no,unknown,5.0,5087.0,no
463,35,blue-collar,divorced,secondary,no,8102.0,yes,no,cellphone,138.0,8393.0,no
464,32,blue-collar,married,secondary,no,5889.0,yes,no,cellphone,185.0,5894.0,yes
465,59,housemaid,married,secondary,no,5000.0,no,no,telephone,722.0,5530.0,no
466,34,self-employed,married,secondary,no,4630.0,yes,no,unknown,748.0,5127.0,no
467,39,management,married,Graduate,no,4394.0,yes,no,unknown,142.0,4996.0,no
468,40,management,single,secondary,no,15378.0,yes,no,cellphone,523.0,15665.0,no
469,36,blue-collar,single,primary,no,6313.0,yes,no,unknown,8.0,6976.0,no
470,40,management,married,Graduate,no,13969.0,yes,no,cellphone,153.0,14420.0,no
471,55,self-employed,married,secondary,no,4804.0,yes,no,unknown,210.0,5417.0,no
472,38,entrepreneur,married,secondary,yes,5015.0,yes,no,cellphone,121.0,5374.0,no
473,61,admin.,married,secondary,no,9608.0,no,no,cellphone,212.0,10014.0,yes
474,41,management,married,Graduate,no,5666.0,yes,no,unknown,253.0,6361.0,no
475,57,blue-collar,married,primary,no,5452.0,yes,no,unknown,139.0,5894.0,no
476,48,blue-collar,married,secondary,no,5149.0,yes,no,unknown,71.0,5767.0,no
477,77,retired,married,Graduate,no,12802.0,no,no,telephone,421.0,13031.0,yes
478,35,services,married,secondary,no,6453.0,yes,no,unknown,199.0,6933.0,no
479,54,blue-collar,married,secondary,no,6480.0,yes,no,unknown,108.0,7392.0,no
480,37,management,single,unknown,no,5715.0,yes,no,unknown,247.0,6645.0,no
481,56,management,single,secondary,no,5237.0,yes,no,telephone,236.0,5469.0,no
482,40,technician,married,secondary,no,5694.0,yes,no,cellphone,97.0,5707.0,no
483,40,management,married,Graduate,no,5000.0,no,no,cellphone,109.0,5227.0,no
484,54,management,married,Graduate,no,5055.0,yes,no,cellphone,112.0,5284.0,no
485,55,housemaid,married,primary,no,5136.0,yes,no,unknown,15.0,5437.0,no
486,55,services,divorced,secondary,yes,4596.0,yes,no,cellphone,502.0,5129.0,no
487,52,blue-collar,married,primary,no,5779.0,yes,no,unknown,30.0,6470.0,no
488,55,blue-collar,single,primary,no,6187.0,yes,no,unknown,193.0,6257.0,no
489,33,management,married,Graduate,no,5641.0,yes,no,cellphone,347.0,5993.0,no
490,52,blue-collar,married,unknown,no,5826.0,yes,no,unknown,468.0,5956.0,no
491,33,services,divorced,secondary,no,5991.0,yes,no,unknown,148.0,6073.0,no
492,53,admin.,married,secondary,no,6796.0,no,no,telephone,295.0,7190.0,yes
493,46,admin.,married,secondary,no,5022.0,no,no,cellphone,388.0,5839.0,yes
494,44,technician,single,secondary,no,5244.0,yes,no,cellphone,1735.0,5818.0,yes
495,48,management,divorced,Graduate,no,6328.0,yes,no,unknown,339.0,6657.0,no
496,50,housemaid,married,secondary,no,12317.0,yes,no,cellphone,172.0,13260.0,no
497,34,technician,single,secondary,no,9943.0,yes,yes,cellphone,117.0,10533.0,no
498,38,technician,single,secondary,no,5258.0,no,yes,unknown,587.0,5756.0,no
499,42,management,single,Graduate,no,5515.0,yes,no,cellphone,501.0,5545.0,no
500,32,management,single,Graduate,no,17607.0,no,no,cellphone,203.0,17726.0,no
501,58,admin.,married,secondary,no,5002.0,yes,yes,telephone,282.0,5031.0,no
502,31,management,married,Graduate,no,5013.0,no,no,cellphone,110.0,5564.0,no
503,19,student,single,primary,no,5103.0,no,no,cellphone,104.0,5254.0,yes
504,41,management,married,Graduate,no,8872.0,no,no,cellphone,231.0,9331.0,no
505,31,unemployed,married,secondary,no,5296.0,yes,no,unknown,378.0,5905.0,no
506,52,self-employed,single,primary,no,5217.0,no,yes,cellphone,193.0,5374.0,no
507,42,self-employed,divorced,Graduate,no,5360.0,yes,no,unknown,110.0,5622.0,no
508,41,blue-collar,single,secondary,no,5428.0,yes,no,cellphone,92.0,6182.0,no
509,30,blue-collar,single,secondary,no,5315.0,no,no,cellphone,1407.0,6108.0,yes
510,38,blue-collar,married,secondary,no,5121.0,yes,yes,cellphone,168.0,5804.0,no
511,32,management,married,Graduate,no,5820.0,yes,no,cellphone,738.0,6284.0,no
512,52,technician,married,secondary,no,5195.0,yes,no,cellphone,220.0,5760.0,yes
513,48,management,divorced,Graduate,no,5108.0,yes,no,unknown,89.0,5891.0,no
514,36,management,married,Graduate,no,4619.0,yes,no,cellphone,30.0,5514.0,no
515,45,unemployed,divorced,primary,no,5757.0,no,no,cellphone,103.0,6411.0,no
516,34,technician,married,Graduate,no,5691.0,yes,yes,unknown,70.0,6564.0,no
517,36,blue-collar,married,primary,no,6925.0,yes,no,cellphone,904.0,7038.0,yes
518,34,management,married,Graduate,no,5902.0,yes,no,cellphone,159.0,5938.0,no
519,61,retired,married,secondary,no,10207.0,no,no,cellphone,336.0,10796.0,no
520,54,services,married,secondary,no,5000.0,no,no,unknown,220.0,5221.0,no
521,50,entrepreneur,married,secondary,no,5665.0,no,no,telephone,238.0,6394.0,no
522,43,admin.,divorced,secondary,no,5738.0,yes,no,cellphone,585.0,5887.0,no
523,47,blue-collar,married,primary,no,5233.0,no,no,cellphone,293.0,5784.0,no
524,45,services,married,secondary,no,4161.0,yes,no,unknown,68.0,4552.0,no
525,57,retired,married,primary,no,10799.0,no,no,unknown,97.0,11067.0,no
526,27,admin.,married,secondary,no,6033.0,yes,no,unknown,1713.0,6487.0,no
527,49,unemployed,divorced,secondary,no,5066.0,no,no,cellphone,218.0,5405.0,no
528,43,services,married,primary,no,7567.0,yes,no,cellphone,109.0,7680.0,no
529,40,management,married,Graduate,no,6584.0,yes,no,telephone,661.0,6625.0,no
530,32,services,single,secondary,no,5182.0,yes,no,cellphone,145.0,6047.0,no
531,58,management,married,primary,no,5076.0,yes,no,telephone,54.0,5543.0,no
532,34,admin.,single,secondary,no,5663.0,yes,no,cellphone,111.0,5880.0,no
533,46,technician,divorced,secondary,no,8455.0,yes,no,unknown,566.0,8460.0,no
534,29,blue-collar,married,secondary,no,5015.0,no,no,cellphone,136.0,5636.0,no
535,52,blue-collar,married,primary,no,6054.0,no,no,cellphone,273.0,6103.0,no
536,45,management,married,Graduate,no,6529.0,no,no,cellphone,160.0,6744.0,no
537,26,management,single,secondary,no,5063.0,no,no,cellphone,76.0,5160.0,no
538,40,technician,married,Graduate,no,5000.0,no,no,cellphone,44.0,5261.0,no
539,41,admin.,married,secondary,no,5920.0,yes,yes,unknown,239.0,6475.0,no
540,47,admin.,single,secondary,no,8696.0,no,no,cellphone,250.0,9496.0,yes
541,27,technician,single,unknown,no,5059.0,no,no,cellphone,792.0,5114.0,no
542,27,services,married,secondary,no,5000.0,yes,no,cellphone,198.0,5314.0,no
543,48,blue-collar,married,secondary,no,5157.0,yes,no,unknown,73.0,5386.0,no
544,49,admin.,married,secondary,no,7465.0,no,no,cellphone,157.0,8317.0,no
545,35,blue-collar,married,primary,no,5000.0,yes,no,cellphone,90.0,5236.0,no
546,47,self-employed,married,secondary,yes,5002.0,no,no,cellphone,236.0,5781.0,no
547,54,management,married,Graduate,no,5000.0,no,no,cellphone,118.0,5779.0,no
548,39,management,single,Graduate,no,17437.0,no,no,telephone,40.0,18103.0,no
549,28,student,single,secondary,no,5378.0,yes,no,cellphone,346.0,6044.0,no
550,54,blue-collar,married,primary,no,5211.0,no,no,unknown,200.0,5771.0,no
551,34,technician,married,secondary,no,4772.0,yes,no,cellphone,187.0,4943.0,no
552,63,retired,married,secondary,no,7747.0,no,no,cellphone,113.0,8271.0,no
553,42,self-employed,married,Graduate,no,6932.0,yes,no,unknown,192.0,7920.0,no
554,43,technician,single,secondary,no,16269.0,no,no,unknown,92.0,16412.0,no
555,37,admin.,married,secondary,no,6314.0,yes,no,cellphone,682.0,7129.0,no
556,55,blue-collar,married,primary,no,7275.0,no,no,cellphone,139.0,7436.0,no
557,43,management,single,Graduate,no,6304.0,no,no,cellphone,501.0,6822.0,yes
558,41,blue-collar,married,secondary,yes,5720.0,no,yes,cellphone,651.0,5787.0,yes
559,47,technician,divorced,secondary,no,7914.0,yes,no,cellphone,405.0,8053.0,no
560,34,technician,married,secondary,no,6464.0,yes,no,unknown,350.0,6489.0,no
561,28,student,single,secondary,no,16555.0,no,no,cellphone,125.0,16583.0,no
562,36,services,married,secondary,no,4698.0,yes,no,cellphone,36.0,5601.0,no
563,50,technician,married,secondary,no,7497.0,yes,no,cellphone,35.0,7825.0,no
564,35,blue-collar,married,secondary,no,4661.0,yes,no,unknown,389.0,5441.0,no
565,40,technician,married,secondary,no,5056.0,yes,yes,cellphone,194.0,5562.0,no
566,26,self-employed,single,Graduate,no,5211.0,no,no,cellphone,168.0,5564.0,no
567,36,management,divorced,Graduate,no,8611.0,yes,no,unknown,347.0,9437.0,no
568,59,unemployed,married,primary,no,5000.0,no,no,cellphone,3025.0,5998.0,no
569,28,student,single,secondary,no,5459.0,no,no,cellphone,83.0,5539.0,no
570,46,entrepreneur,married,unknown,no,5242.0,yes,no,unknown,332.0,6095.0,no
571,50,self-employed,married,secondary,no,6138.0,no,no,cellphone,219.0,6389.0,no
572,53,management,married,Graduate,no,6319.0,yes,no,cellphone,427.0,6382.0,no
573,81,retired,married,secondary,no,5001.0,no,no,cellphone,65.0,5388.0,no
574,35,services,divorced,secondary,no,5067.0,yes,no,cellphone,192.0,5094.0,no
575,58,retired,married,unknown,no,5937.0,no,no,cellphone,155.0,6832.0,no
576,44,services,married,secondary,no,5000.0,yes,yes,cellphone,161.0,5701.0,no
577,38,management,married,Graduate,no,4442.0,yes,no,cellphone,533.0,4599.0,no
578,49,blue-collar,married,secondary,no,5171.0,no,no,cellphone,19.0,5430.0,no
579,33,technician,single,Graduate,no,5696.0,no,yes,cellphone,193.0,5795.0,no
580,29,management,married,Graduate,no,5361.0,yes,yes,cellphone,819.0,6359.0,no
581,28,technician,single,secondary,no,5227.0,no,no,cellphone,278.0,5998.0,yes
582,31,admin.,married,secondary,no,5236.0,yes,yes,telephone,211.0,5593.0,no
583,33,management,single,Graduate,no,4947.0,no,no,cellphone,617.0,5349.0,no
584,52,technician,married,secondary,no,5192.0,yes,no,cellphone,61.0,5240.0,no
